,Suburb,Address,Rooms,Type,Price,Method,SellerG,Date,Postcode,Regionname,Propertycount,Distance,CouncilArea
34636,Taylors Lakes,25 Tasman Cr,4,h,672000.0,S,Barry,17/09/2016,3038,Western Metropolitan,5336,15.5,Brimbank City Council
34638,Templestowe,3 Annan Pl,5,h,1570000.0,S,Jellis,17/09/2016,3106,Eastern Metropolitan,6202,15.5,Manningham City Council
34639,Templestowe,12 Newlyn Cl,4,h,985000.0,S,Jellis,17/09/2016,3106,Eastern Metropolitan,6202,15.5,Manningham City Council
34641,Templestowe,19 Renoir Av,4,h,1566000.0,S,Jellis,17/09/2016,3106,Eastern Metropolitan,6202,15.5,Manningham City Council
34642,Templestowe,34 The Grange,5,h,1106000.0,S,Barry,17/09/2016,3106,Eastern Metropolitan,6202,15.5,Manningham City Council
34644,Templestowe Lower,3/8 Balmoral Av,3,h,905000.0,S,Barry,17/09/2016,3107,Eastern Metropolitan,5420,12.4,Manningham City Council
34645,Templestowe Lower,64 Magnolia Ct,4,h,1325000.0,S,Fletchers,17/09/2016,3107,Eastern Metropolitan,5420,12.4,Manningham City Council
34647,Thornbury,55 Comas Gr,3,h,1200000.0,S,Nelson,17/09/2016,3071,Northern Metropolitan,8870,7.0,Darebin City Council
34648,Thornbury,48 Leinster Gr,3,h,920000.0,S,Nelson,17/09/2016,3071,Northern Metropolitan,8870,7.0,Darebin City Council
34649,Thornbury,50 Leinster Gr,3,h,1110000.0,S,Nelson,17/09/2016,3071,Northern Metropolitan,8870,7.0,Darebin City Council
34651,Thornbury,1/295 Rossmoyne St,2,u,560000.0,S,Nelson,17/09/2016,3071,Northern Metropolitan,8870,7.0,Darebin City Council
34652,Thornbury,4/304 Rossmoyne St,2,u,646000.0,S,Love,17/09/2016,3071,Northern Metropolitan,8870,7.0,Darebin City Council
34653,Toorak,5 Kyeamba Gr,3,t,2050000.0,S,Rodney,17/09/2016,3142,Southern Metropolitan,7217,4.1,Stonnington City Council
34654,Toorak,3 Mell St,5,h,2170000.0,S,Matthew,17/09/2016,3142,Southern Metropolitan,7217,4.1,Stonnington City Council
34656,Tullamarine,5/52 Banksia Gr,3,h,510000.0,S,Stockdale,17/09/2016,3043,Western Metropolitan,3296,12.9,Brimbank City Council
34658,Vermont,5 Coady Ct,4,h,1321000.0,S,Jellis,17/09/2016,3133,Eastern Metropolitan,4181,17.2,Maroondah City Council
34659,Viewbank,32 Fran Cr,3,h,970000.0,S,Miles,17/09/2016,3084,Eastern Metropolitan,2698,8.9,Banyule City Council
34660,Viewbank,42 Lyon Rd,4,h,1042500.0,S,Miles,17/09/2016,3084,Eastern Metropolitan,2698,8.9,Banyule City Council
34661,Viewbank,24 Northwood Dr,5,h,1025000.0,S,Nelson,17/09/2016,3084,Eastern Metropolitan,2698,8.9,Banyule City Council
34662,Wantirna South,16 Aisbett Av,4,h,867000.0,S,Harcourts,17/09/2016,3152,Eastern Metropolitan,7082,14.7,Knox City Council
34665,West Footscray,7 Church St,3,h,915000.0,S,Sweeney,17/09/2016,3012,Western Metropolitan,5058,6.4,Maribyrnong City Council
34666,West Footscray,28 Khartoum St,4,h,830000.0,S,Sweeney,17/09/2016,3012,Western Metropolitan,5058,6.4,Maribyrnong City Council
34669,West Melbourne,38/28 Jeffcott St,4,u,860000.0,S,MICM,17/09/2016,3003,Northern Metropolitan,2230,3.1,Melbourne City Council
34671,Wheelers Hill,19 Jells Rd,4,h,1320000.0,S,Buxton,17/09/2016,3150,South-Eastern Metropolitan,7392,16.7,Monash City Council
34678,Yallambie,2 Debra Ct,3,h,650000.0,S,hockingstuart,17/09/2016,3085,Northern Metropolitan,1369,12.7,Banyule City Council
34680,Yarraville,103/58 Ballarat St,1,u,381000.0,S,Sweeney,17/09/2016,3013,Western Metropolitan,6543,6.3,Maribyrnong City Council
34681,Yarraville,17 Banool Av,3,h,876000.0,S,Sweeney,17/09/2016,3013,Western Metropolitan,6543,6.3,Maribyrnong City Council
34682,Yarraville,136 Hyde St,4,h,1150000.0,S,hockingstuart,17/09/2016,3013,Western Metropolitan,6543,6.3,Maribyrnong City Council
34685,Abbotsford,13/11 Nicholson St,3,t,900000.0,S,Beller,18/03/2017,3067,Northern Metropolitan,4019,3.0,Yarra City Council
34686,Abbotsford,138/56 Nicholson St,3,u,1090000.0,S,Jellis,18/03/2017,3067,Northern Metropolitan,4019,3.0,Yarra City Council
34690,Airport West,144 Marshall Rd,3,h,715000.0,S,Rendina,18/03/2017,3042,Western Metropolitan,3464,10.4,Moonee Valley City Council
34691,Airport West,106 Parer Rd,3,h,790000.0,S,Nelson,18/03/2017,3042,Western Metropolitan,3464,10.4,Moonee Valley City Council
34693,Albert Park,129 Kerferd Rd,3,h,1900000.0,S,Greg,18/03/2017,3206,Southern Metropolitan,3280,3.0,Port Phillip City Council
34694,Albert Park,97 Page St,3,h,3010000.0,S,Greg,18/03/2017,3206,Southern Metropolitan,3280,3.0,Port Phillip City Council
34695,Albion,13 Maylands St,3,h,685000.0,S,Barry,18/03/2017,3020,Western Metropolitan,2185,10.5,Brimbank City Council
34696,Alphington,3/98 Grange Rd,2,u,820000.0,S,Nelson,18/03/2017,3078,Northern Metropolitan,2211,5.7,Darebin City Council
34698,Armadale,12 Auburn Gr,3,h,2360000.0,S,hockingstuart,18/03/2017,3143,Southern Metropolitan,4836,6.3,Stonnington City Council
34703,Ascot Vale,15 Bayview Tce,2,h,1150000.0,S,Brad,18/03/2017,3032,Western Metropolitan,6567,4.3,Moonee Valley City Council
34704,Ascot Vale,57 Monash St,3,h,1350000.0,S,Brad,18/03/2017,3032,Western Metropolitan,6567,4.3,Moonee Valley City Council
34705,Ascot Vale,54 South St,5,h,1905000.0,S,Nelson,18/03/2017,3032,Western Metropolitan,6567,4.3,Moonee Valley City Council
34710,Ashburton,29A Yuile St,5,h,3510000.0,S,Jellis,18/03/2017,3147,Southern Metropolitan,3052,10.2,Boroondara City Council
34711,Ashwood,13 Edmonds Av,2,h,1250000.0,S,Jellis,18/03/2017,3147,Southern Metropolitan,2894,10.2,Monash City Council
34714,Ashwood,4/36 Queens Pde,2,u,600000.0,S,Noel,18/03/2017,3147,Southern Metropolitan,2894,10.2,Monash City Council
34717,Avondale Heights,2/10 Military Rd,2,u,440000.0,S,Nelson,18/03/2017,3034,Western Metropolitan,4502,9.5,Moonee Valley City Council
34718,Avondale Heights,9 Willow Dr,3,h,850000.0,S,Moonee,18/03/2017,3034,Western Metropolitan,4502,9.5,Moonee Valley City Council
34727,Balwyn North,6 Leicester St,4,h,1670000.0,S,Jellis,18/03/2017,3104,Southern Metropolitan,7809,9.7,Boroondara City Council
34730,Balwyn North,21 Riverside Av,3,h,2086000.0,S,Jellis,18/03/2017,3104,Southern Metropolitan,7809,9.7,Boroondara City Council
34731,Balwyn North,9 Seattle St,4,h,1675000.0,S,Fletchers,18/03/2017,3104,Southern Metropolitan,7809,9.7,Boroondara City Council
34732,Balwyn North,16 Sylvan St,4,t,1680000.0,S,Noel,18/03/2017,3104,Southern Metropolitan,7809,9.7,Boroondara City Council
34734,Beaumaris,17 Cromer Rd,4,h,2184000.0,S,Buxton,18/03/2017,3193,Southern Metropolitan,5366,17.3,Bayside City Council
34735,Beaumaris,7 McNamara St,3,h,1255000.0,S,Buxton,18/03/2017,3193,Southern Metropolitan,5366,17.3,Bayside City Council
34736,Beaumaris,5A Oak St,3,t,1195000.0,S,Buxton,18/03/2017,3193,Southern Metropolitan,5366,17.3,Bayside City Council
34738,Bellfield,58 Perkins Av,3,h,676000.0,S,Collins,18/03/2017,3081,Eastern Metropolitan,790,8.8,Banyule City Council
34739,Bellfield,353 Waterdale Rd,2,h,855000.0,S,Barry,18/03/2017,3081,Eastern Metropolitan,790,8.8,Banyule City Council
34740,Bentleigh,3/18 Bleazby St,2,u,725000.0,S,hockingstuart,18/03/2017,3204,Southern Metropolitan,6795,11.4,Glen Eira City Council
34742,Bentleigh,2/1 Corbie St,3,t,825000.0,S,Buxton,18/03/2017,3204,Southern Metropolitan,6795,11.4,Glen Eira City Council
34744,Bentleigh,77B Fromer St,3,t,1235000.0,S,Buxton,18/03/2017,3204,Southern Metropolitan,6795,11.4,Glen Eira City Council
34747,Bentleigh East,2/11 Francesco St,3,t,1030000.0,S,Buxton,18/03/2017,3165,Southern Metropolitan,10969,13.8,Glen Eira City Council
34748,Bentleigh East,2/40 Francesco St,3,t,970000.0,S,Matthew,18/03/2017,3165,Southern Metropolitan,10969,13.8,Glen Eira City Council
34749,Bentleigh East,16 Greenview Ct,3,h,930000.0,S,hockingstuart,18/03/2017,3165,Southern Metropolitan,10969,13.8,Glen Eira City Council
34753,Bentleigh East,2/1 Mervin St,3,t,1240000.0,S,Buxton,18/03/2017,3165,Southern Metropolitan,10969,13.8,Glen Eira City Council
34754,Bentleigh East,1002 North Rd,3,h,823000.0,S,C21,18/03/2017,3165,Southern Metropolitan,10969,13.8,Glen Eira City Council
34755,Bentleigh East,27 Parkmore Rd,4,h,1310000.0,S,Woodards,18/03/2017,3165,Southern Metropolitan,10969,13.8,Glen Eira City Council
34758,Bentleigh East,71 Victor Rd,4,h,1475000.0,S,hockingstuart,18/03/2017,3165,Southern Metropolitan,10969,13.8,Glen Eira City Council
34761,Black Rock,1/114 Bluff Rd,3,t,940000.0,S,Chisholm,18/03/2017,3193,Southern Metropolitan,2866,17.3,Bayside City Council
34762,Black Rock,23 Eliza St,2,h,1580000.0,S,Buxton,18/03/2017,3193,Southern Metropolitan,2866,17.3,Bayside City Council
34764,Black Rock,2/32 Middleton St,3,t,1182000.0,S,Buxton,18/03/2017,3193,Southern Metropolitan,2866,17.3,Bayside City Council
34766,Black Rock,21 Stevens Pde,4,h,1850000.0,S,Buxton,18/03/2017,3193,Southern Metropolitan,2866,17.3,Bayside City Council
34767,Blackburn,5 Arna St,3,h,1431000.0,S,Stockdale,18/03/2017,3130,Eastern Metropolitan,5713,13.4,Whitehorse City Council
34769,Blackburn,5 Cloverlea Ct,4,h,1530000.0,S,Fletchers,18/03/2017,3130,Eastern Metropolitan,5713,13.4,Whitehorse City Council
34770,Blackburn,21 Hillside Cr,3,h,1540000.0,S,Jellis,18/03/2017,3130,Eastern Metropolitan,5713,13.4,Whitehorse City Council
34774,Blackburn,17 Oliver Av,2,h,1140000.0,S,Jellis,18/03/2017,3130,Eastern Metropolitan,5713,13.4,Whitehorse City Council
34775,Blackburn,45 Rosalind Cr,3,h,1120000.0,S,Noel,18/03/2017,3130,Eastern Metropolitan,5713,13.4,Whitehorse City Council
34776,Blackburn,7 The Terrace,3,t,845000.0,S,Jellis,18/03/2017,3130,Eastern Metropolitan,5713,13.4,Whitehorse City Council
34781,Blackburn South,1/19 Barrina St,3,u,780000.0,S,Barry,18/03/2017,3130,Eastern Metropolitan,4387,13.4,Whitehorse City Council
34782,Blackburn South,16 Raleigh St,3,h,1205000.0,S,Barry,18/03/2017,3130,Eastern Metropolitan,4387,13.4,Whitehorse City Council
34783,Bonbeach,3B Harold St,3,h,821000.0,S,Buxton,18/03/2017,3196,South-Eastern Metropolitan,2887,27.0,Kingston City Council
34784,Bonbeach,9 The Waterfront,4,t,1065000.0,S,hockingstuart,18/03/2017,3196,South-Eastern Metropolitan,2887,27.0,Kingston City Council
34785,Boronia,9 Bradman Ct,3,h,826000.0,S,Ray,18/03/2017,3155,Eastern Metropolitan,9704,25.0,Knox City Council
34786,Boronia,16 Jordan Ct,4,h,710000.0,S,Prof.,18/03/2017,3155,Eastern Metropolitan,9704,25.0,Knox City Council
34787,Boronia,1/21 Springfield Rd,2,h,442000.0,S,Purplebricks,18/03/2017,3155,Eastern Metropolitan,9704,25.0,Knox City Council
34792,Braybrook,13 Wilson St,3,h,696000.0,S,YPA,18/03/2017,3019,Western Metropolitan,3589,8.6,Maribyrnong City Council
34793,Brighton,1A Baker St,3,h,2450000.0,S,Nick,18/03/2017,3186,Southern Metropolitan,10579,10.5,Bayside City Council
34794,Brighton,4/14 Brickwood St,2,u,858000.0,S,Marshall,18/03/2017,3186,Southern Metropolitan,10579,10.5,Bayside City Council
34795,Brighton,2/72 Dendy St,3,t,1427000.0,S,Marshall,18/03/2017,3186,Southern Metropolitan,10579,10.5,Bayside City Council
34798,Brighton,12 May St,4,h,2800000.0,S,Biggin,18/03/2017,3186,Southern Metropolitan,10579,10.5,Bayside City Council
34804,Brighton East,14 Northern Av,3,h,1845000.0,S,Buxton,18/03/2017,3187,Southern Metropolitan,6938,10.3,Bayside City Council
34806,Brighton East,7/87 Thomas St,2,u,770000.0,S,Hodges,18/03/2017,3187,Southern Metropolitan,6938,10.3,Bayside City Council
34808,Broadmeadows,17 Stanhope St,3,h,532000.0,S,YPA,18/03/2017,3047,Northern Metropolitan,4294,14.0,Hume City Council
34809,Broadmeadows,157 Widford St,4,h,592000.0,S,YPA,18/03/2017,3047,Northern Metropolitan,4294,14.0,Hume City Council
34810,Brunswick,23/10 Breese St,2,u,501000.0,S,Nelson,18/03/2017,3056,Northern Metropolitan,11918,5.2,Moreland City Council
34811,Brunswick,393A Brunswick Rd,3,h,1260000.0,S,Rendina,18/03/2017,3056,Northern Metropolitan,11918,5.2,Moreland City Council
34813,Brunswick,52 Evans St,3,h,1650000.0,S,Nelson,18/03/2017,3056,Northern Metropolitan,11918,5.2,Moreland City Council
34815,Brunswick,32 Laura St,2,h,1060000.0,S,Nelson,18/03/2017,3056,Northern Metropolitan,11918,5.2,Moreland City Council
34816,Brunswick,8/705 Park St,2,u,601000.0,S,Brad,18/03/2017,3056,Northern Metropolitan,11918,5.2,Moreland City Council
34818,Brunswick,17 Sutherland St,2,h,1015000.0,S,Nelson,18/03/2017,3056,Northern Metropolitan,11918,5.2,Moreland City Council
34819,Brunswick,133 Weston St,3,h,1410000.0,S,Raine,18/03/2017,3056,Northern Metropolitan,11918,5.2,Moreland City Council
34820,Brunswick East,189 Glenlyon Rd,3,h,1125000.0,S,Collins,18/03/2017,3057,Northern Metropolitan,5533,4.0,Moreland City Council
34822,Brunswick East,12 Lyndhurst Cr,4,h,1900000.0,S,Nelson,18/03/2017,3057,Northern Metropolitan,5533,4.0,Moreland City Council
34826,Brunswick West,5/21 Cumming St,2,u,656000.0,S,Collins,18/03/2017,3055,Northern Metropolitan,7082,5.2,Moreland City Council
34827,Brunswick West,3/546 Moreland Rd,2,u,370000.0,S,Ray,18/03/2017,3055,Northern Metropolitan,7082,5.2,Moreland City Council
34829,Bulleen,7 Kampman St,4,h,1300000.0,S,McGrath,18/03/2017,3105,Eastern Metropolitan,4480,10.8,Manningham City Council
34830,Bulleen,63 Thompsons Rd,4,h,1250000.0,S,Barry,18/03/2017,3105,Eastern Metropolitan,4480,10.8,Manningham City Council
34831,Bundoora,8 Amber Ct,4,h,930000.0,S,Barry,18/03/2017,3083,Northern Metropolitan,10175,12.1,Banyule City Council
34832,Bundoora,17 Dilkara Av,3,h,678000.0,S,Darren,18/03/2017,3083,Northern Metropolitan,10175,12.1,Banyule City Council
34833,Bundoora,39 Greenwood Dr,3,h,659500.0,S,Barry,18/03/2017,3083,Northern Metropolitan,10175,12.1,Banyule City Council
34834,Bundoora,8 Greenwood Dr,4,h,815000.0,S,Barry,18/03/2017,3083,Northern Metropolitan,10175,12.1,Banyule City Council
34835,Bundoora,416 Grimshaw St,3,h,680000.0,S,Barry,18/03/2017,3083,Northern Metropolitan,10175,12.1,Banyule City Council
34837,Bundoora,45 Jacqueline Rd,2,h,708000.0,S,Ray,18/03/2017,3083,Northern Metropolitan,10175,12.1,Banyule City Council
34838,Bundoora,3 Kent Ct,3,h,731250.0,S,Ray,18/03/2017,3083,Northern Metropolitan,10175,12.1,Banyule City Council
34839,Bundoora,10 Landbury Rd,3,h,652000.0,S,Ray,18/03/2017,3083,Northern Metropolitan,10175,12.1,Banyule City Council
34840,Bundoora,5 Poinsettia Ct,2,t,345000.0,S,Ray,18/03/2017,3083,Northern Metropolitan,10175,12.1,Banyule City Council
34841,Bundoora,2 Verdi Ct,3,h,720000.0,S,Barry,18/03/2017,3083,Northern Metropolitan,10175,12.1,Banyule City Council
34842,Burwood,1/24 Edwards St,3,t,1145000.0,S,Jellis,18/03/2017,3125,Southern Metropolitan,5678,10.4,Monash City Council
34845,Burwood,3/17 Sunhill Av,4,t,902000.0,S,Jellis,18/03/2017,3125,Southern Metropolitan,5678,10.4,Monash City Council
34846,Burwood East,9A Bettina St,3,h,788000.0,S,Barry,18/03/2017,3151,Eastern Metropolitan,4048,14.7,Whitehorse City Council
34848,Burwood East,6 Highview Gr,5,h,1400000.0,S,Ray,18/03/2017,3151,Eastern Metropolitan,4048,14.7,Whitehorse City Council
34849,Burwood East,6 Sitar Ct,3,h,1131000.0,S,Fletchers,18/03/2017,3151,Eastern Metropolitan,4048,14.7,Whitehorse City Council
34850,Burwood East,38 Worthing Av,4,h,1300000.0,S,Buxton,18/03/2017,3151,Eastern Metropolitan,4048,14.7,Whitehorse City Council
34851,Cairnlea,3 Gumleaf Ct,4,h,635000.0,S,YPA,18/03/2017,3023,Western Metropolitan,2674,14.8,Brimbank City Council
34852,Camberwell,16 Arlington St,4,h,1946000.0,S,RT,18/03/2017,3124,Southern Metropolitan,8920,7.7,Boroondara City Council
34855,Camberwell,15 Hollsmoor Rd,4,h,2228000.0,S,Jellis,18/03/2017,3124,Southern Metropolitan,8920,7.7,Boroondara City Council
34857,Camberwell,4/1 Through Rd,3,t,930000.0,S,Ray,18/03/2017,3124,Southern Metropolitan,8920,7.7,Boroondara City Council
34858,Camberwell,2/1021 Toorak Rd,2,u,590000.0,S,Jellis,18/03/2017,3124,Southern Metropolitan,8920,7.7,Boroondara City Council
34859,Camberwell,37 Victoria Rd,4,h,4760000.0,S,Jellis,18/03/2017,3124,Southern Metropolitan,8920,7.7,Boroondara City Council
34860,Camberwell,6 Wilson Gr,3,h,1602500.0,S,Lindellas,18/03/2017,3124,Southern Metropolitan,8920,7.7,Boroondara City Council
34862,Carlton,100 Faraday St,2,h,1010000.0,S,Jellis,18/03/2017,3053,Northern Metropolitan,6786,1.6,Melbourne City Council
34863,Carlton,14/52 Leicester St,3,u,875000.0,S,Jellis,18/03/2017,3053,Northern Metropolitan,6786,1.6,Melbourne City Council
34865,Carlton North,119 Curtain St,1,h,885000.0,S,Nelson,18/03/2017,3054,Northern Metropolitan,3106,3.5,Melbourne City Council
34866,Carlton North,75 Fenwick St,3,h,2050000.0,S,Nelson,18/03/2017,3054,Northern Metropolitan,3106,3.5,Melbourne City Council
34867,Carnegie,1/8 Beena Av,2,u,706000.0,S,Woodards,18/03/2017,3163,Southern Metropolitan,7822,10.1,Glen Eira City Council
34869,Carnegie,35 Hunter St,3,h,1287000.0,S,Ray,18/03/2017,3163,Southern Metropolitan,7822,10.1,Glen Eira City Council
34872,Carnegie,1/6 Parton Ct,2,u,650000.0,S,hockingstuart,18/03/2017,3163,Southern Metropolitan,7822,10.1,Glen Eira City Council
34873,Carrum,38 Dahmen St,3,t,893000.0,S,hockingstuart,18/03/2017,3197,South-Eastern Metropolitan,1989,31.2,Kingston City Council
34874,Carrum,72 McLeod Rd,3,h,745000.0,S,hockingstuart,18/03/2017,3197,South-Eastern Metropolitan,1989,31.2,Kingston City Council
34875,Carrum,2B Poulson St,3,h,765000.0,S,Asset,18/03/2017,3197,South-Eastern Metropolitan,1989,31.2,Kingston City Council
34876,Carrum,1/28 Riversdale Av,3,h,810000.0,S,Ray,18/03/2017,3197,South-Eastern Metropolitan,1989,31.2,Kingston City Council
34877,Carrum,21 Westley St,4,h,1044000.0,S,Ray,18/03/2017,3197,South-Eastern Metropolitan,1989,31.2,Kingston City Council
34880,Caulfield North,15/496 Dandenong Rd,2,u,450000.0,S,Gary,18/03/2017,3161,Southern Metropolitan,6923,7.8,Glen Eira City Council
34882,Chadstone,7 Inga Ct,3,h,1301000.0,S,Buxton,18/03/2017,3148,Southern Metropolitan,3582,11.7,Monash City Council
34884,Chelsea,1/17 Golden Av,2,u,585000.0,S,hockingstuart,18/03/2017,3196,South-Eastern Metropolitan,3906,27.0,Kingston City Council
34885,Cheltenham,1 Darren Ct,3,h,1065000.0,S,hockingstuart,18/03/2017,3192,Southern Metropolitan,9758,17.9,Bayside City Council
34887,Cheltenham,8 Gilford Gove,4,h,1300000.0,S,Maitland,18/03/2017,3192,Southern Metropolitan,9758,17.9,Bayside City Council
34888,Cheltenham,6 McIvor St,3,h,1050000.0,S,Barry,18/03/2017,3192,Southern Metropolitan,9758,17.9,Bayside City Council
34891,Cheltenham,5/35 Tulip Gr,2,u,357000.0,S,Eview,18/03/2017,3192,Southern Metropolitan,9758,17.9,Bayside City Council
34892,Cheltenham,57 Voltri St,4,h,1050000.0,S,Buxton,18/03/2017,3192,Southern Metropolitan,9758,17.9,Bayside City Council
34895,Clayton,95 Carinish Rd,4,h,1120000.0,S,Woodards,18/03/2017,3168,South-Eastern Metropolitan,5837,16.7,Monash City Council
34897,Clayton South,7 Barwon Ct,3,h,871000.0,S,Ray,18/03/2017,3169,South-Eastern Metropolitan,4734,17.5,Kingston City Council
34900,Clifton Hill,104 Noone St,2,h,856000.0,S,Nelson,18/03/2017,3068,Northern Metropolitan,2954,3.6,Yarra City Council
34903,Clifton Hill,3/82 Roseneath St,3,h,900000.0,S,Nelson,18/03/2017,3068,Northern Metropolitan,2954,3.6,Yarra City Council
34904,Coburg,19 Audley St,4,h,1136000.0,S,Ray,18/03/2017,3058,Northern Metropolitan,11204,6.7,Darebin City Council
34905,Coburg,13 Carron St,2,t,635000.0,S,Ray,18/03/2017,3058,Northern Metropolitan,11204,6.7,Darebin City Council
34906,Coburg,57 Connolly Av,3,u,782000.0,S,Harcourts,18/03/2017,3058,Northern Metropolitan,11204,6.7,Darebin City Council
34907,Coburg,196 Ohea St,3,h,1061000.0,S,Brad,18/03/2017,3058,Northern Metropolitan,11204,6.7,Darebin City Council
34909,Coburg,9 Vincent St,4,h,1155000.0,S,Nelson,18/03/2017,3058,Northern Metropolitan,11204,6.7,Darebin City Council
34911,Coburg North,47 Boyne St,3,h,745000.0,S,Raine,18/03/2017,3058,Northern Metropolitan,3445,6.7,Darebin City Council
34912,Coburg North,10/3 Newlands Rd,2,u,520000.0,S,Brad,18/03/2017,3058,Northern Metropolitan,3445,6.7,Darebin City Council
34913,Coburg North,2/26 Renown St,2,u,532500.0,S,Brad,18/03/2017,3058,Northern Metropolitan,3445,6.7,Darebin City Council
34914,Coburg North,18 Ronald St,3,h,750000.0,S,hockingstuart,18/03/2017,3058,Northern Metropolitan,3445,6.7,Darebin City Council
34915,Collingwood,98 Hotham St,3,h,1470000.0,S,Jellis,18/03/2017,3066,Northern Metropolitan,4553,2.0,Yarra City Council
34916,Collingwood,182 Keele St,2,h,670000.0,S,Jellis,18/03/2017,3066,Northern Metropolitan,4553,2.0,Yarra City Council
34919,Collingwood,5/22 Stanley St,2,u,515000.0,S,Peter,18/03/2017,3066,Northern Metropolitan,4553,2.0,Yarra City Council
34921,Craigieburn,191 Craigieburn Rd,3,h,522000.0,S,Professionals,18/03/2017,3064,Northern Metropolitan,15510,20.6,Hume City Council
34922,Craigieburn,445 Grand Bvd,3,h,482000.0,S,LJ,18/03/2017,3064,Northern Metropolitan,15510,20.6,Hume City Council
34923,Craigieburn,17 Kirkbride Wy,4,h,537500.0,S,Ray,18/03/2017,3064,Northern Metropolitan,15510,20.6,Hume City Council
34924,Craigieburn,112 Newbury Bvd,3,h,372000.0,S,Ray,18/03/2017,3064,Northern Metropolitan,15510,20.6,Hume City Council
34925,Craigieburn,144 Newbury Bvd,4,h,600000.0,S,Ray,18/03/2017,3064,Northern Metropolitan,15510,20.6,Hume City Council
