,Suburb,Address,Rooms,Type,Price,SellerG,Postcode,Regionname,Propertycount,Distance,CouncilArea,latitude,longitude
17156,St Kilda,1/260 St Kilda Rd,2,u,640000.0,Gary,3182,Southern Metropolitan,13240,5.0,Port Phillip City Council,-37.8634,144.97806666666665
17157,St Kilda,74/604 St Kilda Rd,2,u,610000.0,Greg,3182,Southern Metropolitan,13240,5.0,Port Phillip City Council,-37.8634,144.97806666666665
17158,Sunbury,170 Gap Rd,3,h,360000.0,Brad,3429,Western Metropolitan,14092,31.7,Hume City Council,-37.5657,144.7579
17159,Sunbury,5 Melba Av,3,h,330000.0,Brad,3429,Western Metropolitan,14092,31.7,Hume City Council,-37.5657,144.7579
17160,Sunshine,47 Anderson Rd,2,h,551000.0,GL,3020,Western Metropolitan,3755,10.5,Brimbank City Council,-37.7949,144.8264
17161,Sunshine,20 Kingaroy Rd,4,h,888000.0,Barry,3020,Western Metropolitan,3755,10.5,Brimbank City Council,-37.7949,144.8264
17162,Sunshine North,32 Barwon Av,3,h,490000.0,Douglas,3020,Western Metropolitan,4217,10.5,Brimbank City Council,-37.7949,144.8264
17163,Sunshine West,46 Dalton St,3,h,593000.0,Sweeney,3020,Western Metropolitan,6763,10.5,Brimbank City Council,-37.7949,144.8264
17164,Sunshine West,50 Killara St,3,h,690000.0,Burnham,3020,Western Metropolitan,6763,10.5,Brimbank City Council,-37.7949,144.8264
17165,Sunshine West,68 Nicholson Pde,3,h,625000.0,Bells,3020,Western Metropolitan,6763,10.5,Brimbank City Council,-37.7949,144.8264
17166,Sunshine West,11 Ridgeway Pde,3,h,660000.0,Douglas,3020,Western Metropolitan,6763,10.5,Brimbank City Council,-37.7949,144.8264
17167,Sunshine West,16A Sunrise Dr,3,t,640000.0,Sweeney,3020,Western Metropolitan,6763,10.5,Brimbank City Council,-37.7949,144.8264
17168,Surrey Hills,2/30 Langford St,3,t,1520000.0,Harcourts,3127,Southern Metropolitan,5457,10.2,Boroondara City Council,-37.8131,145.10383333333334
17169,Surrey Hills,26 Newton St,4,h,2060000.0,Fletchers,3127,Southern Metropolitan,5457,10.2,Boroondara City Council,-37.8131,145.10383333333334
17170,Sydenham,5/537 Melton Hwy,3,h,350000.0,Ray,3037,Western Metropolitan,3640,18.0,Brimbank City Council,-37.7184,144.75860000000003
17171,Taylors Hill,10 Kurow Av,4,h,660000.0,Barry,3037,Western Metropolitan,4242,18.0,Melton City Council,-37.7184,144.75860000000003
17172,Taylors Lakes,84 McCubbin Dr,4,h,920000.0,Barry,3038,Western Metropolitan,5336,15.5,Brimbank City Council,-37.6985,144.793475
17173,Templestowe,12 Oakwood Ct,4,h,2000000.0,Jellis,3106,Eastern Metropolitan,6202,15.5,Manningham City Council,-37.7602,145.1461
17174,Templestowe,3 Vivaldi Ct,6,h,1749000.0,Barry,3106,Eastern Metropolitan,6202,15.5,Manningham City Council,-37.7602,145.1461
17175,Templestowe Lower,7 Eric Av,4,h,1180000.0,Jellis,3107,Eastern Metropolitan,5420,12.4,Manningham City Council,-37.765,145.1128
17176,Templestowe Lower,13/246 High St,3,u,888000.0,Philip,3107,Eastern Metropolitan,5420,12.4,Manningham City Council,-37.765,145.1128
17177,Templestowe Lower,1/59 Parker St,3,t,766000.0,Barry,3107,Eastern Metropolitan,5420,12.4,Manningham City Council,-37.765,145.1128
17178,The Basin,12 Carnarvon Av,4,h,795000.0,Ray,3154,Eastern Metropolitan,1690,27.0,Knox City Council,-37.8465,145.3252
17179,Thomastown,5 Westall St,2,h,745500.0,Love,3074,Northern Metropolitan,7955,15.3,Whittlesea City Council,-37.6821,145.0126
17180,Thornbury,2/2 Dundas St,2,u,450000.0,McGrath,3071,Northern Metropolitan,8870,7.0,Darebin City Council,-37.758,145.0042
17181,Thornbury,59A Fyffe St,3,h,1190000.0,McGrath,3071,Northern Metropolitan,8870,7.0,Darebin City Council,-37.758,145.0042
17182,Thornbury,39 Keon St,3,h,1020000.0,Nelson,3071,Northern Metropolitan,8870,7.0,Darebin City Council,-37.758,145.0042
17183,Thornbury,33 Wales St,3,h,1245000.0,hockingstuart,3071,Northern Metropolitan,8870,7.0,Darebin City Council,-37.758,145.0042
17184,Toorak,11/38 Grange Rd,3,u,950000.0,hockingstuart,3142,Southern Metropolitan,7217,4.1,Stonnington City Council,-37.8416,145.0161
17185,Toorak,22/530 Toorak Rd,2,u,531000.0,Morleys,3142,Southern Metropolitan,7217,4.1,Stonnington City Council,-37.8416,145.0161
17186,Tullamarine,8 Christopher Cr,3,h,609000.0,Walshe,3043,Western Metropolitan,3296,12.9,Brimbank City Council,-37.7087,144.89243333333334
17187,Vermont,44 Centre Rd,3,h,1030000.0,Ray,3133,Eastern Metropolitan,4181,17.2,Maroondah City Council,-37.8547,145.1999
17188,Vermont,1 Nowingi Ct,3,h,1101000.0,Noel,3133,Eastern Metropolitan,4181,17.2,Maroondah City Council,-37.8547,145.1999
17189,Vermont South,125 Morack Rd,4,h,1223000.0,Ray,3133,Eastern Metropolitan,4280,17.2,Whitehorse City Council,-37.8547,145.1999
17190,Wantirna,14 Alderford Dr,3,h,839000.0,Harcourts,3152,Eastern Metropolitan,5424,14.7,Knox City Council,-37.8533,145.22705
17191,Wantirna,24 Alderford Dr,3,h,860000.0,Harcourts,3152,Eastern Metropolitan,5424,14.7,Knox City Council,-37.8533,145.22705
17192,Wantirna,5 Dudley Av,4,h,723000.0,M.J,3152,Eastern Metropolitan,5424,14.7,Knox City Council,-37.8533,145.22705
17193,Wantirna,12 Yorkminster Av,4,h,860000.0,Harcourts,3152,Eastern Metropolitan,5424,14.7,Knox City Council,-37.8533,145.22705
17194,Wantirna South,2 Mingana Rd,3,h,828000.0,Ray,3152,Eastern Metropolitan,7082,14.7,Knox City Council,-37.8533,145.22705
17195,Wantirna South,6 Orlando Cl,5,h,1045000.0,Ray,3152,Eastern Metropolitan,7082,14.7,Knox City Council,-37.8533,145.22705
17196,Werribee,37 Duncans Rd,3,h,816000.0,YPA,3030,Western Metropolitan,16166,14.7,Wyndham City Council,-37.7922,144.64633333333333
17197,Werribee,123 Market Rd,3,h,350000.0,Triwest,3030,Western Metropolitan,16166,14.7,Wyndham City Council,-37.7922,144.64633333333333
17198,West Melbourne,9/561 Spencer St,3,u,995000.0,Alexkarbon,3003,Northern Metropolitan,2230,3.1,Melbourne City Council,-37.8088,144.9473
17199,Westmeadows,82 Toora Dr,4,h,485000.0,Barry,3049,Northern Metropolitan,2474,16.5,Hume City Council,-37.6717,144.88995
17200,Wheelers Hill,19 Halcyon Dr,4,h,2225000.0,Barry,3150,South-Eastern Metropolitan,7392,16.7,Monash City Council,-37.8891,145.17476666666667
17201,Wheelers Hill,8 Harbinger Ct,5,h,932000.0,Ray,3150,South-Eastern Metropolitan,7392,16.7,Monash City Council,-37.8891,145.17476666666667
17202,Wheelers Hill,5 Simon Ct,4,h,950000.0,Barry,3150,South-Eastern Metropolitan,7392,16.7,Monash City Council,-37.8891,145.17476666666667
17203,Williamstown,79 Aitken St,3,h,1000000.0,Greg,3016,Western Metropolitan,6380,6.8,Hobsons Bay City Council,-37.8539,144.88215
17204,Windsor,1a Primrose St,4,h,1605000.0,Biggin,3181,Southern Metropolitan,4380,4.6,Port Phillip City Council,-37.8514,144.9949
17205,Wollert,18 Bloomsbury Pl,3,h,421000.0,Melbourne,3750,Northern Metropolitan,2940,25.5,Whittlesea City Council,-37.6135,145.0206
17206,Wollert,21 Mombassa Dr,4,h,520000.0,Melbourne,3750,Northern Metropolitan,2940,25.5,Whittlesea City Council,-37.6135,145.0206
17207,Wyndham Vale,4 Parawong Pde,3,h,360000.0,PRDNationwide,3024,Western Metropolitan,5262,27.2,Wyndham City Council,-37.7751,144.61066666666667
17208,Yallambie,342 Yallambie Rd,4,h,793000.0,Barry,3085,Northern Metropolitan,1369,12.7,Banyule City Council,-37.7256,145.0845666666667
17209,Abbotsford,6/219 Nicholson St,2,u,500000.0,Collins,3067,Northern Metropolitan,4019,3.0,Yarra City Council,-37.8061,145.0015
17210,Aberfeldie,29 Beaver St,5,h,1740000.0,Nelson,3040,Western Metropolitan,1543,7.5,Moonee Valley City Council,-37.7498,144.89833333333334
17211,Altona North,61 Cooper Av,3,h,765000.0,Greg,3025,Western Metropolitan,5132,9.4,Hobsons Bay City Council,-37.8349,144.8483
17212,Armadale,19 Glassford St,3,h,2365000.0,Marshall,3143,Southern Metropolitan,4836,6.3,Stonnington City Council,-37.85,145.02675
17213,Armadale,7/501 Orrong Rd,3,u,732000.0,Gary,3143,Southern Metropolitan,4836,6.3,Stonnington City Council,-37.85,145.02675
17214,Ascot Vale,2/225 Maribyrnong Rd,2,t,705000.0,Brad,3032,Western Metropolitan,6567,4.3,Moonee Valley City Council,-37.776,144.91049999999998
17215,Ascot Vale,12/9 Milton St,2,u,442000.0,Alexkarbon,3032,Western Metropolitan,6567,4.3,Moonee Valley City Council,-37.776,144.91049999999998
17216,Ashburton,3/75 Victory Bvd,3,t,968000.0,Jellis,3147,Southern Metropolitan,3052,10.2,Boroondara City Council,-37.867,145.09115
17217,Ashwood,4/24 Mulgrave St,2,u,535000.0,Woodards,3147,Southern Metropolitan,2894,10.2,Monash City Council,-37.867,145.09115
17218,Ashwood,15b Rocklands Rd,4,t,1230000.0,Buxton,3147,Southern Metropolitan,2894,10.2,Monash City Council,-37.867,145.09115
17219,Aspendale Gardens,16 Atlantis Ct,4,h,930000.0,Ray,3195,South-Eastern Metropolitan,2243,21.5,Kingston City Council,-38.0014,145.10508333333334
17220,Avondale Heights,25 MacEy Av,3,h,775000.0,Brad,3034,Western Metropolitan,4502,9.5,Moonee Valley City Council,-37.7611,144.8621
17221,Balaclava,6 Blenheim St,3,h,1193000.0,McGrath,3183,Southern Metropolitan,2952,6.4,Port Phillip City Council,-37.8632,144.99845
17222,Balaclava,3/20 Orange Gr,2,u,416000.0,Chisholm,3183,Southern Metropolitan,2952,6.4,Port Phillip City Council,-37.8632,144.99845
17223,Balwyn,110 Strabane Av,3,h,1490000.0,Fletchers,3103,Southern Metropolitan,5682,7.9,Boroondara City Council,-37.8112,145.0776
17224,Balwyn,1/48 Talbot Av,3,u,905000.0,Jellis,3103,Southern Metropolitan,5682,7.9,Boroondara City Council,-37.8112,145.0776
17225,Balwyn North,14 Hedderwick St,4,h,1550000.0,Noel,3104,Southern Metropolitan,7809,9.7,Boroondara City Council,-37.7909,145.08884999999998
17226,Balwyn North,9 Sunburst Av,6,h,1860000.0,Fletchers,3104,Southern Metropolitan,7809,9.7,Boroondara City Council,-37.7909,145.08884999999998
17227,Balwyn North,31 Tuxen St,3,h,2900000.0,Jellis,3104,Southern Metropolitan,7809,9.7,Boroondara City Council,-37.7909,145.08884999999998
17228,Beaumaris,4 Oak St,4,h,1330000.0,RT,3193,Southern Metropolitan,5366,17.3,Bayside City Council,-37.9826,145.026925
17229,Bentleigh,147 Tucker Rd,4,h,1355000.0,hockingstuart,3204,Southern Metropolitan,6795,11.4,Glen Eira City Council,-37.9107,145.06560000000002
17230,Bentleigh,13 Wood St,4,h,1910000.0,hockingstuart,3204,Southern Metropolitan,6795,11.4,Glen Eira City Council,-37.9107,145.06560000000002
17231,Bentleigh East,1/38 Kennedy St,4,t,1045000.0,Buxton,3165,Southern Metropolitan,10969,13.8,Glen Eira City Council,-37.9221,145.06645
17232,Bentleigh East,75 Latham St,3,u,1131000.0,hockingstuart,3165,Southern Metropolitan,10969,13.8,Glen Eira City Council,-37.9221,145.06645
17233,Bentleigh East,19 Ludwell Cr,3,h,1000000.0,Buxton,3165,Southern Metropolitan,10969,13.8,Glen Eira City Council,-37.9221,145.06645
17234,Bentleigh East,2/119 Marlborough St,2,u,655000.0,hockingstuart,3165,Southern Metropolitan,10969,13.8,Glen Eira City Council,-37.9221,145.06645
17235,Bentleigh East,3 Molden St,5,h,1550000.0,Hodges,3165,Southern Metropolitan,10969,13.8,Glen Eira City Council,-37.9221,145.06645
17236,Bentleigh East,2/53 Moylan St,3,h,835000.0,Woodards,3165,Southern Metropolitan,10969,13.8,Glen Eira City Council,-37.9221,145.06645
17237,Bentleigh East,3b Noora Av,3,t,884000.0,Buxton,3165,Southern Metropolitan,10969,13.8,Glen Eira City Council,-37.9221,145.06645
17238,Bentleigh East,75 Orange St,3,h,1140000.0,hockingstuart,3165,Southern Metropolitan,10969,13.8,Glen Eira City Council,-37.9221,145.06645
17239,Bentleigh East,18 Paloma St,2,h,1120000.0,hockingstuart,3165,Southern Metropolitan,10969,13.8,Glen Eira City Council,-37.9221,145.06645
17240,Bentleigh East,31b Purtell St,4,t,1465000.0,Buxton,3165,Southern Metropolitan,10969,13.8,Glen Eira City Council,-37.9221,145.06645
17241,Bentleigh East,24 Veronica St,3,h,910000.0,Buxton,3165,Southern Metropolitan,10969,13.8,Glen Eira City Council,-37.9221,145.06645
17242,Blackburn,1 Banksia St,4,h,1160000.0,Allens,3130,Eastern Metropolitan,5713,13.4,Whitehorse City Council,-37.8232,145.150625
17243,Blackburn,2/55 Stanley Gr,3,t,978000.0,Noel,3130,Eastern Metropolitan,5713,13.4,Whitehorse City Council,-37.8232,145.150625
17244,Blackburn North,8 Harris St,3,h,1175000.0,Noel,3130,Eastern Metropolitan,2867,13.4,Whitehorse City Council,-37.8232,145.150625
17245,Blackburn North,15 Wilton St,4,h,1260000.0,Noel,3130,Eastern Metropolitan,2867,13.4,Whitehorse City Council,-37.8232,145.150625
17246,Box Hill,19 Kent Rd,3,h,928000.0,Lindellas,3128,Eastern Metropolitan,4605,10.9,Whitehorse City Council,-37.8201,145.12374
17247,Box Hill,2/20 Simpsons Rd,2,u,761000.0,Marshall,3128,Eastern Metropolitan,4605,10.9,Whitehorse City Council,-37.8201,145.12374
17248,Brighton East,7 Edro Av,3,h,1912500.0,Buxton,3187,Southern Metropolitan,6938,10.3,Bayside City Council,-37.9667,145.01645
17249,Brighton East,3 Killeen Av,3,h,1800000.0,Buxton,3187,Southern Metropolitan,6938,10.3,Bayside City Council,-37.9667,145.01645
17250,Broadmeadows,3 Cooper St,3,h,375000.0,YPA,3047,Northern Metropolitan,4294,14.0,Hume City Council,-37.6838,144.9248
17251,Broadmeadows,161 Cuthbert St,3,h,361500.0,Walsh,3047,Northern Metropolitan,4294,14.0,Hume City Council,-37.6838,144.9248
17252,Broadmeadows,87 Cuthbert St,3,h,560000.0,YPA,3047,Northern Metropolitan,4294,14.0,Hume City Council,-37.6838,144.9248
17253,Broadmeadows,15 Marong Ct,3,h,366000.0,Nelson,3047,Northern Metropolitan,4294,14.0,Hume City Council,-37.6838,144.9248
17254,Brunswick,5 Black St,3,h,1700000.0,Collins,3056,Northern Metropolitan,11918,5.2,Moreland City Council,-37.7669,144.9651
17255,Brunswick,77 Brickworks Dr,3,t,815000.0,Nelson,3056,Northern Metropolitan,11918,5.2,Moreland City Council,-37.7669,144.9651
17256,Brunswick,68 Henkel St,2,h,890000.0,Jellis,3056,Northern Metropolitan,11918,5.2,Moreland City Council,-37.7669,144.9651
17257,Brunswick,144 Union St,3,h,1815000.0,Nelson,3056,Northern Metropolitan,11918,5.2,Moreland City Council,-37.7669,144.9651
17258,Brunswick West,2/8 Walker St,1,u,320000.0,Jellis,3055,Northern Metropolitan,7082,5.2,Moreland City Council,-37.7603,144.948425
17259,Bulleen,28 Kenneth St,4,h,976000.0,Barry,3105,Eastern Metropolitan,4480,10.8,Manningham City Council,-37.7692,145.0921
17260,Bulleen,15 Riverview Tce,2,h,980000.0,Fletchers,3105,Eastern Metropolitan,4480,10.8,Manningham City Council,-37.7692,145.0921
17261,Bundoora,5 Donach Cr,3,h,595000.0,Barry,3083,Northern Metropolitan,10175,12.1,Banyule City Council,-37.7156,145.05066666666667
17262,Bundoora,45 Greenwood Dr,3,h,610000.0,Thomas,3083,Northern Metropolitan,10175,12.1,Banyule City Council,-37.7156,145.05066666666667
17263,Bundoora,592 Morwell Av,5,h,503000.0,Barry,3083,Northern Metropolitan,10175,12.1,Banyule City Council,-37.7156,145.05066666666667
17264,Bundoora,12 Windmill St,4,h,840000.0,Ray,3083,Northern Metropolitan,10175,12.1,Banyule City Council,-37.7156,145.05066666666667
17265,Burnside Heights,1 Hughes Pl,4,h,535000.0,YPA,3023,Western Metropolitan,1686,14.8,Melton City Council,-37.759,144.7586142857143
17266,Burwood,4a Gracehill Av,2,u,600000.0,Fletchers,3125,Southern Metropolitan,5678,10.4,Monash City Council,-37.8495,145.11533333333333
17267,Burwood,16 Inverness Av,3,h,1020000.0,Buxton,3125,Southern Metropolitan,5678,10.4,Monash City Council,-37.8495,145.11533333333333
17268,Burwood,1/16 Morton Rd,4,t,1000050.0,Philip,3125,Southern Metropolitan,5678,10.4,Monash City Council,-37.8495,145.11533333333333
17269,Burwood,2/16 Morton Rd,4,t,1000050.0,Philip,3125,Southern Metropolitan,5678,10.4,Monash City Council,-37.8495,145.11533333333333
17270,Burwood,8 Pescott Cl,4,t,1270000.0,Jellis,3125,Southern Metropolitan,5678,10.4,Monash City Council,-37.8495,145.11533333333333
17271,Camberwell,1/1 Royal Cr,3,h,2132500.0,Marshall,3124,Southern Metropolitan,8920,7.7,Boroondara City Council,-37.8248,145.07470000000004
17272,Canterbury,55 Warburton Rd,3,h,1385000.0,Jellis,3126,Southern Metropolitan,3265,8.4,Boroondara City Council,-37.8248,145.07350000000002
17273,Carlton,34 Barkly St,2,h,1170000.0,Nelson,3053,Northern Metropolitan,6786,1.6,Melbourne City Council,-37.8004,144.96710000000002
17274,Carlton North,16 Fenwick St,2,h,910000.0,Nelson,3054,Northern Metropolitan,3106,3.5,Melbourne City Council,-37.782,144.96495
17275,Carlton North,658 Lygon St,2,h,880000.0,Nelson,3054,Northern Metropolitan,3106,3.5,Melbourne City Council,-37.782,144.96495
17276,Carnegie,1/12 Kokaribb Rd,2,u,656000.0,Property,3163,Southern Metropolitan,7822,10.1,Glen Eira City Council,-37.8895,145.058025
17277,Carnegie,2 Kokaribb Rd,2,h,930000.0,hockingstuart,3163,Southern Metropolitan,7822,10.1,Glen Eira City Council,-37.8895,145.058025
17278,Carnegie,3/9 Madden Av,2,u,702000.0,Gary,3163,Southern Metropolitan,7822,10.1,Glen Eira City Council,-37.8895,145.058025
17279,Carnegie,2/11 Maroona Rd,2,u,415000.0,hockingstuart,3163,Southern Metropolitan,7822,10.1,Glen Eira City Council,-37.8895,145.058025
17280,Carnegie,5/60 Woornack Rd,2,u,650000.0,hockingstuart,3163,Southern Metropolitan,7822,10.1,Glen Eira City Council,-37.8895,145.058025
17281,Caroline Springs,24 The Esplanade,3,h,650000.0,Barry,3023,Western Metropolitan,7719,14.8,Melton City Council,-37.759,144.7586142857143
17282,Caulfield East,20 Lloyds Av,4,h,1690000.0,Gary,3145,Southern Metropolitan,608,8.4,Glen Eira City Council,-37.8775,145.053
17283,Chelsea,1/12 Ella Gr,3,u,690000.0,Buxton,3196,South-Eastern Metropolitan,3906,27.0,Kingston City Council,-38.0419,145.1232
17284,Cheltenham,84 Albenca St,4,h,1210000.0,O'Brien,3192,Southern Metropolitan,9758,17.9,Bayside City Council,-37.9634,145.0629
17285,Cheltenham,109 Cavanagh St,3,h,935000.0,O'Brien,3192,Southern Metropolitan,9758,17.9,Bayside City Council,-37.9634,145.0629
17286,Cheltenham,5a Coolac St,3,t,870000.0,Greg,3192,Southern Metropolitan,9758,17.9,Bayside City Council,-37.9634,145.0629
17287,Cheltenham,3/5 Hilda St,3,t,810000.0,O'Brien,3192,Southern Metropolitan,9758,17.9,Bayside City Council,-37.9634,145.0629
17288,Cheltenham,2 Jarrahdale St,2,h,795000.0,Ray,3192,Southern Metropolitan,9758,17.9,Bayside City Council,-37.9634,145.0629
17289,Cheltenham,11 Mayne St,4,h,900000.0,Ray,3192,Southern Metropolitan,9758,17.9,Bayside City Council,-37.9634,145.0629
17290,Cheltenham,5b Norland St,3,t,817000.0,O'Brien,3192,Southern Metropolitan,9758,17.9,Bayside City Council,-37.9634,145.0629
17291,Cheltenham,20 Reuben St,3,h,905000.0,Buxton,3192,Southern Metropolitan,9758,17.9,Bayside City Council,-37.9634,145.0629
17292,Clarinda,4 Andrew Ct,3,h,700000.0,C21,3169,South-Eastern Metropolitan,2727,17.5,Kingston City Council,-37.9459,145.1222
17293,Clayton,35 Madeleine Rd,5,h,1230000.0,Barry,3168,South-Eastern Metropolitan,5837,16.7,Monash City Council,-37.9052,145.1343
17294,Clayton,1446 North Rd,3,h,895000.0,Hodges,3168,South-Eastern Metropolitan,5837,16.7,Monash City Council,-37.9052,145.1343
17295,Clayton,42 Stockdale Av,4,h,1220000.0,Darras,3168,South-Eastern Metropolitan,5837,16.7,Monash City Council,-37.9052,145.1343
17296,Clayton South,1/15 Barringun Cr,3,u,545000.0,C21,3169,South-Eastern Metropolitan,4734,17.5,Kingston City Council,-37.9459,145.1222
17297,Clayton South,34 Second St,4,h,738000.0,Buxton,3169,South-Eastern Metropolitan,4734,17.5,Kingston City Council,-37.9459,145.1222
17298,Clifton Hill,7/37 Groom St,2,u,885500.0,Collins,3068,Northern Metropolitan,2954,3.6,Yarra City Council,-37.7748,144.9898
17299,Coburg,89 Gordon St,3,h,1286000.0,Nelson,3058,Northern Metropolitan,11204,6.7,Darebin City Council,-37.7269,144.9597
17300,Coburg,31 Hardwick St,3,h,885000.0,Nelson,3058,Northern Metropolitan,11204,6.7,Darebin City Council,-37.7269,144.9597
17301,Coburg,203 Munro St,4,h,1400000.0,RE,3058,Northern Metropolitan,11204,6.7,Darebin City Council,-37.7269,144.9597
17302,Coburg North,3 Aperture St,3,h,815000.0,Ray,3058,Northern Metropolitan,3445,6.7,Darebin City Council,-37.7269,144.9597
17303,Coburg North,127 Elizabeth St,3,h,637000.0,Brad,3058,Northern Metropolitan,3445,6.7,Darebin City Council,-37.7269,144.9597
17304,Coburg North,143 Elizabeth St,4,h,950000.0,hockingstuart,3058,Northern Metropolitan,3445,6.7,Darebin City Council,-37.7269,144.9597
17305,Coburg North,2 Headley St,3,h,780000.0,hockingstuart,3058,Northern Metropolitan,3445,6.7,Darebin City Council,-37.7269,144.9597
17306,Craigieburn,121 Newbury Bvd,3,h,390000.0,YPA,3064,Northern Metropolitan,15510,20.6,Hume City Council,-37.5476,144.93716
